rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
94,17500,finance & investments,carl icahn,87.0,united states,indian creek,investments,finance & investments,united states,True,u,m,1936-02-16 00:00:00,icahn,carl,2023-04-04 05:01:00,1936.0,2.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
94,17500,metals & mining,savitri jindal & family,73.0,india,hisar,steel,metals & mining,india,False,d,f,1950-03-20 00:00:00,jindal,savitri,2023-04-04 05:01:00,1950.0,3.0,20.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
97,17400,real estate,donald bren,90.0,united states,newport beach,real estate,real estate,united states,True,u,m,1932-05-11 00:00:00,bren,donald,2023-04-04 05:01:00,1932.0,5.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
97,17400,fashion & retail,"john menard, jr.",83.0,united states,eau claire,home improvement stores,fashion & retail,united states,True,u,m,1940-01-22 00:00:00,menard,john,2023-04-04 05:01:00,1940.0,1.0,22.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
99,17100,media & entertainment,rupert murdoch & family,92.0,united states,new york,"newspapers, tv network",media & entertainment,united states,False,d,m,1931-03-11 00:00:00,murdoch,rupert,2023-04-04 05:01:00,1931.0,3.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
100,16700,finance & investments,vicky safra & family,70.0,switzerland,crans-montana,banking,finance & investments,brazil,False,u,f,1953-01-01 00:00:00,safra,vicky,2023-04-04 05:01:00,1953.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
101,16500,fashion & retail,"theo albrecht, jr. & family",72.0,germany,mulheim an der ruhr,"aldi, trader joe's",fashion & retail,germany,False,d,m,1951-01-01 00:00:00,albrecht,theo,2023-04-04 05:01:00,1951.0,1.0,1.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
101,16500,finance & investments,renata kellnerova & family,55.0,czech republic,prague,"finance, telecommunications",finance & investments,czech republic,False,d,f,1967-07-04 00:00:00,kellnerova,renata,2023-04-04 05:01:00,1967.0,7.0,4.0,116.48,2.8,246489245495,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
103,16300,healthcare,li xiting,72.0,china,shenzhen,medical devices,healthcare,singapore,True,d,m,1951-01-01 00:00:00,li,xiting,2023-04-04 05:01:00,1951.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
104,16200,fashion & retail,stefan persson,75.0,sweden,stockholm,h&m,fashion & retail,sweden,False,d,m,1947-10-04 00:00:00,persson,stefan,2023-04-04 05:01:00,1947.0,10.0,4.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
104,16200,technology,eric schmidt,67.0,united states,atherton,google,technology,united states,True,d,m,1955-04-27 00:00:00,schmidt,eric,2023-04-04 05:01:00,1955.0,4.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
106,16000,finance & investments,michael platt,55.0,switzerland,geneva,hedge funds,finance & investments,united kingdom,True,u,m,1968-03-18 00:00:00,platt,michael,2023-04-04 05:01:00,1968.0,3.0,18.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
107,15900,food & beverage,pang kang,67.0,china,foshan,soy sauce,food & beverage,china,True,d,m,1956-01-19 00:00:00,pang,kang,2023-04-04 05:01:00,1956.0,1.0,19.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
108,15800,food & beverage,jorge paulo lemann & family,83.0,switzerland,zurich,beer,food & beverage,brazil,True,u,m,1939-08-26 00:00:00,lemann,jorge paulo,2023-04-04 05:01:00,1939.0,8.0,26.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
108,15800,real estate,peter woo,76.0,hong kong,hong kong,real estate,real estate,hong kong,False,d,m,1946-09-05 00:00:00,woo,peter,2023-04-04 05:01:00,1946.0,9.0,5.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
112,15600,healthcare,dilip shanghvi,67.0,india,mumbai,pharmaceuticals,healthcare,india,True,e,m,1955-10-01 00:00:00,shanghvi,dilip,2023-04-04 05:01:00,1955.0,10.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
113,15500,technology,robert pera,45.0,united states,san jose,wireless networking,technology,united states,True,u,m,1978-03-10 00:00:00,pera,robert,2023-04-04 05:01:00,1978.0,3.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
114,15300,fashion & retail,radhakishan damani,68.0,india,mumbai,"retail, investments",fashion & retail,india,True,d,m,1955-01-01 00:00:00,damani,radhakishan,2023-04-04 05:01:00,1955.0,1.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
115,15200,automotive,huang shilin,56.0,china,ningde,batteries,automotive,china,True,d,m,1967-01-01 00:00:00,huang,shilin,2023-04-04 05:01:00,1967.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
116,14900,diversified,dhanin chearavanont,83.0,thailand,bangkok,diversified,diversified,thailand,False,u,m,1939-04-19 00:00:00,chearavanont,dhanin,2023-04-04 05:01:00,1939.0,4.0,19.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
116,14900,fashion & retail,david green & family,81.0,united states,oklahoma city,retail,fashion & retail,united states,True,u,m,1941-11-13 00:00:00,green,david,2023-04-04 05:01:00,1941.0,11.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
118,14800,food & beverage,charoen sirivadhanabhakdi,78.0,thailand,bangkok,"alcohol, real estate",food & beverage,thailand,True,u,m,1944-05-02 00:00:00,sirivadhanabhakdi,charoen,2023-04-04 05:01:00,1944.0,5.0,2.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
119,14700,food & beverage,charlene de carvalho-heineken & family,68.0,united kingdom,london,heineken,food & beverage,netherlands,False,d,f,1954-06-30 00:00:00,de carvalho-heineken,charlene,2023-04-04 05:01:00,1954.0,6.0,30.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
120,14600,healthcare,xu hang,60.0,china,shenzhen,medical devices,healthcare,hong kong,True,d,m,1962-05-22 00:00:00,xu,hang,2023-04-04 05:01:00,1962.0,5.0,22.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
121,14500,automotive,wei jianjun & family,59.0,china,baoding,automobiles,automotive,china,True,d,m,1964-03-01 00:00:00,wei,jianjun,2023-04-04 05:01:00,1964.0,3.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
122,14400,metals & mining,alisher usmanov,69.0,uzbekistan,tashkent,"steel, telecom, investments",metals & mining,russia,True,u,m,1953-09-09 00:00:00,usmanov,alisher,2023-04-04 05:01:00,1953.0,9.0,9.0,117.24,2.9,57921286440,10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262
123,14300,manufacturing,goh cheng liang,95.0,singapore,singapore,paints,manufacturing,singapore,True,u,m,1927-06-27 00:00:00,goh,cheng liang,2023-04-04 05:01:00,1927.0,6.0,27.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
124,14200,diversified,kumar birla,55.0,india,mumbai,commodities,diversified,india,False,d,m,1967-06-14 00:00:00,birla,kumar,2023-04-04 05:01:00,1967.0,6.0,14.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
124,14200,manufacturing,aliko dangote,65.0,nigeria,lagos,"cement, sugar",manufacturing,nigeria,True,u,m,1957-04-10 00:00:00,dangote,aliko,2023-04-04 05:01:00,1957.0,4.0,10.0,267.51,11.4,448120428859,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277
126,14100,real estate,kwong siu-hing,93.0,hong kong,hong kong,real estate,real estate,hong kong,False,u,f,1929-12-02 00:00:00,kwong,siu-hing,2023-04-04 05:01:00,1929.0,12.0,2.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
127,14000,diversified,idan ofer,67.0,united kingdom,london,shipping,diversified,israel,False,u,m,1955-10-02 00:00:00,ofer,idan,2023-04-04 05:01:00,1955.0,10.0,2.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
128,13900,healthcare,chen bang,57.0,china,changsha,hospitals,healthcare,china,True,u,m,1965-09-01 00:00:00,chen,bang,2023-04-04 05:01:00,1965.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
128,13900,gambling & casinos,lui che woo,94.0,hong kong,hong kong,casinos/hotels,gambling & casinos,hong kong,True,u,m,1929-04-01 00:00:00,lui,che woo,2023-04-04 05:01:00,1929.0,4.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
130,13700,logistics,john fredriksen,78.0,united kingdom,london,shipping,logistics,cyprus,True,u,m,1945-02-01 00:00:00,fredriksen,john,2023-04-04 05:01:00,1945.0,2.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
130,13700,construction & engineering,diane hendricks,76.0,united states,afton,building supplies,construction & engineering,united states,True,u,f,1947-03-02 00:00:00,hendricks,diane,2023-04-04 05:01:00,1947.0,3.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
130,13700,technology,jan koum,47.0,united states,atherton,whatsapp,technology,united states,True,u,m,1976-02-24 00:00:00,koum,jan,2023-04-04 05:01:00,1976.0,2.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,sports,jerry jones,80.0,united states,dallas,dallas cowboys,sports,united states,True,u,m,1942-10-13 00:00:00,jones,jerry,2023-04-04 05:01:00,1942.0,10.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,energy,george kaiser,80.0,united states,tulsa,"oil & gas, banking",energy,united states,False,u,m,1942-07-29 00:00:00,kaiser,george,2023-04-04 05:01:00,1942.0,7.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,real estate,joseph lau,71.0,hong kong,hong kong,real estate,real estate,hong kong,True,d,m,1951-07-21 00:00:00,lau,joseph,2023-04-04 05:01:00,1951.0,7.0,21.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
136,13200,automotive,lu xiangyang,60.0,china,guangzhou,"automobiles, batteries",automotive,china,True,d,m,1962-12-28 00:00:00,lu,xiangyang,2023-04-04 05:01:00,1962.0,12.0,28.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
137,13100,real estate,harry triguboff,90.0,australia,sydney,real estate,real estate,australia,True,u,m,1933-03-03 00:00:00,triguboff,harry,2023-04-04 05:01:00,1933.0,3.0,3.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
138,12900,finance & investments,uday kotak,64.0,india,mumbai,banking,finance & investments,india,True,d,m,1959-03-15 00:00:00,kotak,uday,2023-04-04 05:01:00,1959.0,3.0,15.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
138,12900,sports,stanley kroenke,75.0,united states,electra,"sports, real estate",sports,united states,True,u,m,1947-07-29 00:00:00,kroenke,stanley,2023-04-04 05:01:00,1947.0,7.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
140,12600,energy,mikhail fridman,58.0,united kingdom,london,"oil, banking, telecom",energy,russia,True,u,m,1964-04-21 00:00:00,fridman,mikhail,2023-04-04 05:01:00,1964.0,4.0,21.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
141,12300,energy,sarath ratanavadi,57.0,thailand,bangkok,energy,energy,thailand,True,u,m,1965-07-12 00:00:00,ratanavadi,sarath,2023-04-04 05:01:00,1965.0,7.0,12.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
142,12200,metals & mining,dang yanbao,50.0,china,yinchuan,coal,metals & mining,china,True,d,m,1973-02-01 00:00:00,dang,yanbao,2023-04-04 05:01:00,1973.0,2.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
142,12200,healthcare,jiang rensheng & family,69.0,china,chongqing,vaccines,healthcare,china,True,d,m,1953-10-08 00:00:00,jiang,rensheng,2023-04-04 05:01:00,1953.0,10.0,8.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
144,12100,automotive,shahid khan,72.0,united states,naples,auto parts,automotive,united states,True,u,m,1950-07-18 00:00:00,khan,shahid,2023-04-04 05:01:00,1950.0,7.0,18.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
145,12000,technology,laurene powell jobs & family,59.0,united states,palo alto,"apple, disney",technology,united states,False,d,f,1963-11-06 00:00:00,powell jobs,laurene,2023-04-04 05:01:00,1963.0,11.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
146,11800,diversified,robert kuok,99.0,hong kong,hong kong,"palm oil, shipping, property",diversified,malaysia,True,u,m,1923-10-06 00:00:00,kuok,robert,2023-04-04 05:01:00,1923.0,10.0,6.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
147,11600,real estate,stephen ross,82.0,united states,new york,real estate,real estate,united states,True,u,m,1940-05-10 00:00:00,ross,stephen,2023-04-04 05:01:00,1940.0,5.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
148,11500,technology,pavel durov,38.0,united arab emirates,dubai,messaging app,technology,united arab emirates,True,d,m,1984-10-10 00:00:00,durov,pavel,2023-04-04 05:01:00,1984.0,10.0,10.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
148,11500,healthcare,andreas struengmann & family,73.0,germany,tegernsee,pharmaceuticals,healthcare,germany,True,d,m,1950-02-16 00:00:00,struengmann,andreas,2023-04-04 05:01:00,1950.0,2.0,16.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
148,11500,healthcare,thomas struengmann & family,73.0,germany,tegernsee,pharmaceuticals,healthcare,germany,True,d,m,1950-02-16 00:00:00,struengmann,thomas,2023-04-04 05:01:00,1950.0,2.0,16.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
151,11400,food & beverage,liu hanyuan,59.0,china,chengdu,agribusiness,food & beverage,china,True,d,m,1964-01-01 00:00:00,liu,hanyuan,2023-04-04 05:01:00,1964.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
151,11400,fashion & retail,michael rubin,50.0,united states,bryn mawr,online retail,fashion & retail,united states,True,u,m,1972-07-21 00:00:00,rubin,michael,2023-04-04 05:01:00,1972.0,7.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,11300,finance & investments,israel englander,74.0,united states,new york,hedge funds,finance & investments,united states,True,d,m,1948-09-30 00:00:00,englander,israel,2023-04-04 05:01:00,1948.0,9.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,11300,manufacturing,viatcheslav kantor,69.0,israel,herzliya,"fertilizer, real estate",manufacturing,russia,True,u,m,1953-09-08 00:00:00,kantor,viatcheslav,2023-04-04 05:01:00,1953.0,9.0,8.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
153,11300,manufacturing,anthony pratt,62.0,australia,melbourne,manufacturing,manufacturing,australia,False,d,m,1960-04-11 00:00:00,pratt,anthony,2023-04-04 05:01:00,1960.0,4.0,11.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
153,11300,finance & investments,mikhail prokhorov,57.0,switzerland,frauenfeld,investments,finance & investments,russia,True,u,m,1965-05-03 00:00:00,prokhorov,mikhail,2023-04-04 05:01:00,1965.0,5.0,3.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
157,11100,fashion & retail,giorgio armani,88.0,italy,milan,luxury goods,fashion & retail,italy,True,u,m,1934-07-11 00:00:00,armani,giorgio,2023-04-04 05:01:00,1934.0,7.0,11.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
157,11100,fashion & retail,johann rupert & family,72.0,south africa,cape town,luxury goods,fashion & retail,south africa,False,u,m,1950-06-01 00:00:00,rupert,johann,2023-04-04 05:01:00,1950.0,6.0,1.0,158.93,4.1,351431649241,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
159,11000,finance & investments,gong hongjia & family,58.0,hong kong,hong kong,video surveillance,finance & investments,hong kong,True,d,m,1965-01-01 00:00:00,gong,hongjia,2023-04-04 05:01:00,1965.0,1.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
159,11000,technology,zhang zhidong,51.0,china,shenzhen,internet media,technology,china,True,d,m,1972-01-01 00:00:00,zhang,zhidong,2023-04-04 05:01:00,1972.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
161,10900,finance & investments,philip anschutz,83.0,united states,denver,"energy, sports, entertainment",finance & investments,united states,False,e,m,1939-12-28 00:00:00,anschutz,philip,2023-04-04 05:01:00,1939.0,12.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,10900,fashion & retail,judy love & family,85.0,united states,oklahoma city,gas stations,fashion & retail,united states,True,u,f,1937-06-17 00:00:00,love,judy,2023-04-04 05:01:00,1937.0,6.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,10900,fashion & retail,ricardo salinas pliego & family,67.0,mexico,mexico city,"retail, media",fashion & retail,mexico,False,d,m,1955-10-19 00:00:00,salinas pliego,ricardo,2023-04-04 05:01:00,1955.0,10.0,19.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
164,10700,media & entertainment,donald newhouse,93.0,united states,new york,media,media & entertainment,united states,False,d,m,1929-08-05 00:00:00,newhouse,donald,2023-04-04 05:01:00,1929.0,8.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
165,10600,sports,robert kraft,81.0,united states,brookline,"manufacturing, new england patriots",sports,united states,True,u,m,1941-06-05 00:00:00,kraft,robert,2023-04-04 05:01:00,1941.0,6.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
165,10600,food & beverage,marcel herrmann telles,73.0,brazil,sao paulo,beer,food & beverage,brazil,True,u,m,1950-01-01 00:00:00,telles,marcel herrmann,2023-04-04 05:01:00,1950.0,1.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
167,10500,finance & investments,suleiman kerimov & family,57.0,russia,moscow,gold,finance & investments,russia,True,u,m,1966-03-12 00:00:00,kerimov & family,suleiman,2023-04-04 05:01:00,1966.0,3.0,12.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
167,10500,fashion & retail,sky xu,39.0,china,guangzhou,e-commerce,fashion & retail,china,True,u,m,1984-01-01 00:00:00,xu,sky,2023-04-04 05:01:00,1984.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
167,10500,finance & investments,changpeng zhao,45.0,united arab emirates,dubai,cryptocurrency exchange,finance & investments,canada,True,d,m,1977-09-10 00:00:00,zhao,changpeng,2023-04-04 05:01:00,1977.0,9.0,10.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
170,10300,finance & investments,andrew beal,70.0,united states,dallas,"banks, real estate",finance & investments,united states,True,u,m,1952-11-29 00:00:00,beal,andrew,2023-04-04 05:01:00,1952.0,11.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
171,10200,technology,mike cannon-brookes,43.0,australia,sydney,software,technology,australia,True,d,m,1979-11-17 00:00:00,cannon-brookes,mike,2023-04-04 05:01:00,1979.0,11.0,17.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
